Document,Token,Frequency,Weight
1181,hi,1,0.3
1181,book,1,0.19
1181,document,1,0.21
1181,1948,1,0.64
1181,librarian,1,0.25
1181,s.c.,1,0.72
1181,bradford,2,0.9
1181,discus,1,0.2
1181,certain,2,0.64
1181,regular,1,0.44
1181,pattern,2,0.63
1181,distribut,2,0.64
1181,articl,3,0.81
1181,particular,1,0.29
1181,subject,1,0.22
1181,differ,1,0.23
1181,journal,4,1.05
1181,give,1,0.34
1181,exampl,1,0.3
1181,geophys,1,0.67
1181,1928,1,0.79
1181,31,1,0.67
1181,inclus,2,1.06
1181,lubric,1,0.72
1181,1931,1,0.79
1181,june,1,0.51
1181,1933,1,0.79
1181,typic,1,0.48
1181,pictur,1,0.49
1181,one,2,0.37
1181,cover,1,0.35
1181,short,1,0.46
1181,term,2,0.46
1181,year,1,0.23
1181,contribut,3,1.05
1181,larg,2,0.48
1181,number,2,0.45
1181,fewer,1,0.6
1181,monoton,1,0.72
1181,sequenc,1,0.49
1181,end,1,0.39
1181,thi,1,0.11
1181,kind,1,0.34
1181,observ,1,0.38
1181,sever,1,0.3
1181,author,1,0.26
1181,wa,1,0.18
1181,first,1,0.24
1181,think,1,0.43
1181,advanc,1,0.34
1181,explan,1,0.5
1181,effect,1,0.24
1181,bibliograph,1,0.26
1182,oper,3,0.4
1182,research,2,0.2
1182,implic,1,0.22
1182,librari,7,0.56
1182,recent,1,0.17
1182,time,1,0.13
1182,character,1,0.25
1182,great,3,0.58
1182,increas,1,0.17
1182,complex,2,0.41
1182,rapid,1,0.22
1182,expans,1,0.28
1182,collect,1,0.13
1182,size,1,0.22
1182,scope,1,0.23
1182,varieti,1,0.21
1182,form,1,0.14
1182,taken,1,0.22
1182,item,1,0.21
1182,must,1,0.18
1182,hous,1,0.29
1182,growth,1,0.19
1182,expect,1,0.22
1182,among,2,0.34
1182,user,1,0.12
1182,factor,1,0.16
1182,contribut,1,0.2
1182,thi,2,0.12
1182,set,1,0.16
1182,manageri,1,0.32
1182,decis,1,0.2
1182,make,2,0.29
1182,ha,1,0.09
1182,becom,1,0.18
1182,unenvi,1,0.45
1182,difficult,2,0.48
1182,task,1,0.21
1182,furthermor,1,0.32
1182,new,2,0.24
1182,technolog,1,0.16
1182,techniqu,2,0.29
1182,offer,1,0.2
1182,opportun,1,0.28
1182,planner,1,0.32
1182,manag,1,0.17
1182,even,1,0.18
1182,use,1,0.07
1182,tradit,1,0.21
1182,intuit,1,0.35
1182,approach,1,0.15
1182,reason,1,0.19
1182,ask,1,0.24
1182,whether,1,0.22
1182,o.,1,0.41
1182,r.,1,0.37
1182,prove,1,0.24
1182,valuabl,1,0.26
1182,similar,1,0.19
1182,situat,1,0.2
1182,busi,1,0.24
1182,govern,1,0.21
1182,might,1,0.2
1182,also,1,0.13
1182,servic,1,0.12
1183,compact,1,0.74
1183,book,1,0.26
1183,storag,2,0.84
1183,librari,2,0.37
1183,method,2,0.54
1183,develop,1,0.23
1183,optim,2,1.15
1183,shelv,1,0.67
1183,inventori,1,0.66
1183,item,1,0.49
1183,size,1,0.5
1183,particular,1,0.38
1183,refer,1,0.33
1183,larg,1,0.32
1183,collect,2,0.63
1183,area,1,0.37
1183,present,2,0.5
1183,n,2,1.55
1183,1,1,0.37
1183,distinct,1,0.58
1183,shelf,2,1.42
1183,height,2,1.79
1183,minim,1,0.57
1183,ani,1,0.37
1183,character,1,0.58
1183,item-height,3,3.16
1183,distribut,2,0.86
1183,continu,1,0.45
1183,necessari,1,0.44
1183,condit,1,0.52
1183,extremum,1,1.05
1183,recurs,2,2.11
1183,solut,3,1.44
1183,reduc,1,0.59
1183,simpl,2,0.99
1183,comput,2,0.6
1183,search,1,0.3
1183,certain,1,0.42
1183,function,2,0.77
1183,demonstr,1,0.54
1183,exampl,1,0.4
1183,addit,1,0.43
1183,relat,1,0.3
1183,differ,1,0.31
1183,simplifi,1,0.7
1183,consider,1,0.41
1183,geometr,1,0.9
1183,represent,1,0.59
1183,model,1,0.4
1183,maximum,2,1.39
1183,increas,1,0.4
1183,capac,1,0.67
1183,express,1,0.46
1183,gener,1,0.25
1183,mean,1,0.36
1184,experiment,1,0.27
1184,theori,1,0.21
1184,linguist,1,0.35
1184,descript,3,0.71
1184,principl,1,0.26
1184,tool,1,0.28
1184,studi,3,0.42
1184,natur,1,0.22
1184,languag,4,0.89
1184,use,1,0.1
1184,thi,1,0.09
1184,book,1,0.16
1184,work,1,0.17
1184,model,2,0.47
1184,type,1,0.22
1184,sen,2,0.63
1184,text,5,1.26
1184,similar,1,0.27
1184,given,4,0.81
1184,actual,1,0.28
1184,complet,1,0.26
1184,organ,1,0.2
1184,sum,1,0.41
1184,rule,1,0.29
1184,whose,1,0.33
1184,pure,1,0.43
1184,mechan,1,0.27
1184,applic,1,0.21
1184,ideal,1,0.46
1184,allow,1,0.3
1184,one,2,0.3
1184,1,1,0.22
1184,go,2,0.71
1184,formal,1,0.29
1184,i.e.,2,0.68
1184,semant,3,0.99
1184,represent,2,0.71
1184,notat,1,0.35
1184,2,1,0.23
1184,mean,3,0.64
1184,convey,1,0.44
1184,propos,1,0.24
1184,may,1,0.19
1184,express,1,0.28
1184,way,1,0.21
1184,appropri,1,0.29
1184,synonym,1,0.41
1184,construct,1,0.27
1185,organ,6,0.98
1185,environ,3,0.77
1185,manag,1,0.2
1185,differenti,1,0.34
1185,integr,1,0.25
1185,organiz,2,0.57
1185,characterist,1,0.2
1185,requir,1,0.17
1185,deal,1,0.21
1185,effect,1,0.16
1185,differ,3,0.46
1185,extern,2,0.74
1185,market,2,0.77
1185,technolog,2,0.38
1185,condit,2,0.52
1185,thi,4,0.29
1185,central,2,0.51
1185,question,3,0.56
1185,book,1,0.13
1185,address,1,0.3
1185,quit,1,0.32
1185,theme,1,0.32
1185,earlier,2,0.54
1185,studi,4,0.47
1185,tend,1,0.3
1185,focu,1,0.32
1185,one,1,0.12
1185,best,1,0.25
1185,way,1,0.18
1185,irrespect,1,0.45
1185,environment,1,0.41
1185,face,1,0.27
1185,busi,2,0.57
1185,import,1,0.17
1185,respect,1,0.24
1185,break,1,0.4
1185,new,1,0.14
1185,ground,1,0.37
1185,nevertheless,1,0.35
1185,draw,1,0.3
1185,heavili,1,0.35
1185,field,1,0.16
1185,behavior,2,0.49
1185,harvard,1,0.41
1185,school,1,0.22
1185,elsewher,1,0.34
1185,well,1,0.18
1185,relat,2,0.3
1185,literatur,1,0.15
1185,scienc,1,0.13
1185,author,1,0.17
1185,onli,1,0.15
1185,report,1,0.16
1185,find,3,0.57
1185,compar,1,0.18
1185,ten,1,0.31
1185,level,1,0.22
1185,econom,1,0.22
1185,perform,1,0.18
1185,three,1,0.19
1185,distinct,1,0.29
1185,industri,1,0.21
1185,also,2,0.3
1185,use,1,0.08
1185,unravel,1,0.53
1185,appar,1,0.29
1185,contradict,1,0.48
1185,current,1,0.17
1185,theori,1,0.18
1185,discus,1,0.14
1185,implic,1,0.25
1185,design,1,0.16
1185,administr,1,0.24
1185,larg,1,0.16
1185,specif,1,0.19
1185,includ,1,0.16
1186,organ,13,0.98
1186,thi,2,0.07
1186,book,2,0.12
1186,theori,3,0.25
1186,formal,5,0.55
1186,easier,1,0.17
1186,probabl,1,0.11
1186,use,1,0.04
1186,give,1,0.1
1186,exampl,1,0.09
1186,defin,1,0.09
1186,term,1,0.07
1186,unit,1,0.09
1186,state,3,0.25
1186,steel,1,0.22
1186,corpor,1,0.14
1186,red,1,0.22
1186,cross,1,0.18
1186,corner,1,0.22
1186,groceri,1,0.24
1186,store,1,0.13
1186,new,2,0.13
1186,york,2,0.33
1186,highway,1,0.24
1186,depart,1,0.11
1186,latter,1,0.13
1186,cours,1,0.11
1186,part,1,0.09
1186,larger,1,0.15
1186,one,1,0.06
1186,govern,1,0.11
1186,present,1,0.06
1186,purpos,1,0.08
1186,need,1,0.06
1186,troubl,1,0.22
1186,ourselv,1,0.18
1186,precis,1,0.11
1186,boundari,1,0.18
1186,drawn,1,0.13
1186,around,1,0.17
1186,exact,1,0.17
1186,distinct,1,0.13
1186,nonorgan,1,0.24
1186,deal,2,0.19
1186,empir,1,0.13
1186,phenomenon,1,0.14
1186,world,2,0.21
1186,ha,2,0.1
1186,uncomfort,1,0.24
1186,way,1,0.08
1186,permit,1,0.13
1186,fit,1,0.16
1186,clean,1,0.21
1186,classif,1,0.09
1186,author,1,0.08
1186,often,1,0.11
1186,convinc,1,0.2
1186,particular,1,0.09
1186,subject,2,0.13
1186,signific,1,0.09
1186,acknowledg,1,0.18
1186,cheer,1,0.22
1186,make,1,0.08
1186,claim,1,0.14
1186,howev,2,0.18
1186,much,1,0.1
1186,occupi,2,0.38
1186,thought,1,0.13
1186,practic,1,0.08
1186,execut,1,0.16
1186,administr,1,0.11
1186,mani,1,0.07
1186,practition,1,0.15
1186,written,1,0.12
1186,insignific,1,0.21
1186,place,1,0.11
1186,modern,1,0.12
1186,social,3,0.25
1186,scienc,1,0.06
1186,current,1,0.08
1186,psycholog,3,0.37
1186,sociolog,1,0.13
1186,textbook,1,0.15
1186,devot,1,0.13
1186,even,1,0.1
1186,short,1,0.14
1186,chapter,3,0.34
1186,handbook,1,0.17
1186,lindzey,1,0.24
1186,1954,1,0.18
1186,contain,1,0.11
1186,small,1,0.11
1186,group,1,0.08
1186,mass,1,0.15
1186,medium,1,0.12
1186,industri,1,0.1
1186,onli,2,0.14
1186,pas,1,0.17
1186,refer,2,0.15
1186,leadership,1,0.19
1186,vote,1,0.24
1186,behavior,1,0.11
1186,compar,1,0.08
1186,scatter,1,0.14
1186,throughout,1,0.13
1186,text,1,0.1
1187,organ,3,0.74
1187,action,1,0.4
1187,social,1,0.27
1187,scienc,1,0.2
1187,base,1,0.21
1187,administr,1,0.35
1187,theori,1,0.27
1187,thi,2,0.22
1187,book,1,0.19
1187,might,1,0.35
1187,consid,1,0.26
1187,conceptu,1,0.44
1187,inventori,2,1.0
1187,departur,1,0.57
1187,recent,1,0.31
1187,fashion,1,0.6
1187,conduct,1,0.35
1187,proposit,3,1.66
1187,assum,4,1.57
1187,import,2,0.51
1187,relationship,2,0.63
1187,alreadi,1,0.42
1187,explor,1,0.38
1187,berelson,1,0.79
1187,steiner,1,0.79
1187,1964,1,0.48
1187,mere,1,0.44
1187,concept,1,0.25
1187,relev,1,0.28
1187,exist,1,0.3
1187,onc,1,0.46
1187,identifi,1,0.31
1187,hope,2,0.73
1187,gener,1,0.19
1187,potenti,1,0.34
1187,signific,2,0.61
1187,lack,1,0.43
1187,systemat,1,0.39
1187,evid,1,0.4
1187,eventu,1,0.51
1187,must,1,0.31
1187,come,1,0.4
1187,illustr,1,0.37
1187,studi,1,0.18
1187,cite,1,0.38
1187,indic,1,0.28
1187,neither,1,0.54
1187,time,1,0.23
1187,space-bound,1,0.79
1187,differ,2,0.46
1187,among,1,0.3
1187,account,1,0.34
1187,also,1,0.23
1187,one,1,0.19
1187,to-on,1,0.79
1187,correspond,1,0.42
1187,organiz,1,0.42
1187,typic,1,0.48
1187,categori,2,0.77
1187,busi,1,0.43
1187,govern,1,0.36
1187,medicin,1,0.43
1187,educ,1,0.31
1187,likewis,1,0.67
1187,believ,1,0.42
1187,direct,1,0.34
1187,correl,1,0.42
1187,academ,1,0.31
1187,disciplin,1,0.35
1187,use,1,0.13
1187,complex,1,0.36
1188,organ,3,0.49
1188,nonprint,4,1.91
1188,materi,6,1.13
1188,object,1,0.2
1188,thi,1,0.07
1188,book,1,0.13
1188,establish,1,0.2
1188,mean,1,0.18
1188,collect,1,0.16
1188,greatest,2,0.63
1188,effici,1,0.21
1188,match,1,0.3
1188,effect,1,0.16
1188,servic,1,0.14
1188,lesser,1,0.53
1188,goal,1,0.26
1188,worthi,1,0.48
1188,consider,1,0.2
1188,discus,1,0.14
1188,problem,1,0.13
1188,exampl,1,0.2
1188,use,2,0.17
1188,explain,1,0.27
1188,differ,1,0.15
1188,treatment,1,0.31
1188,made,2,0.3
1188,respons,1,0.23
1188,need,2,0.28
1188,commun,1,0.16
1188,librari,3,0.28
1188,serv,1,0.22
1188,vital,1,0.37
1188,part,1,0.19
1188,modern,1,0.26
1188,whatev,1,0.34
1188,type,1,0.18
1188,school,1,0.22
1188,far,1,0.25
1188,point,1,0.19
1188,becom,1,0.21
1188,media-cent,1,0.53
1188,avalanch,1,0.45
1188,inform,2,0.17
1188,onli,2,0.3
1188,print,1,0.24
1188,form,1,0.17
1188,may,1,0.16
1188,often,1,0.24
1188,satisfi,1,0.28
1189,basi,1,0.24
1189,informat,2,0.89
1189,new,1,0.17
1189,scientif,5,0.88
1189,disciplin,1,0.28
1189,studi,1,0.14
1189,fractur,1,0.57
1189,characterist,1,0.24
1189,inform,5,0.51
1189,regular,1,0.35
1189,activ,1,0.22
1189,theori,2,0.43
1189,histori,1,0.29
1189,system,1,0.12
1189,method,4,0.65
1189,organ,1,0.2
1189,book,1,0.16
1189,formul,1,0.31
1189,subject,1,0.17
1189,give,1,0.27
1189,specif,1,0.23
1189,differ,1,0.18
1189,kid,1,0.63
1189,document,3,0.51
1189,sourc,1,0.24
1189,shed,1,0.49
1189,light,1,0.38
1189,form,1,0.2
1189,analytical-synthet,1,0.57
1189,process,1,0.18
1189,expound,1,0.54
1189,basic,1,0.22
1189,principl,1,0.26
1189,retriev,1,0.16
1189,way,1,0.21
1189,mechan,1,0.27
1189,automat,1,0.24
1189,describ,1,0.16
1189,resourc,1,0.27
1189,copi,1,0.36
1189,reproduct,1,0.49
1190,basi,2,0.49
1190,scientif,4,0.7
1190,inform,5,0.51
1190,present,1,0.15
1190,monograph,2,0.69
1190,one,1,0.15
1190,first,1,0.2
1190,attempt,1,0.22
1190,expound,2,1.08
1190,theori,2,0.43
1190,system,1,0.12
1190,method,4,0.65
1190,organ,1,0.2
1190,formul,1,0.31
1190,subject,1,0.17
1190,give,1,0.27
1190,specif,1,0.23
1190,differ,1,0.18
1190,kind,1,0.27
1190,document,3,0.51
1190,sourc,1,0.24
1190,shed,1,0.49
1190,light,1,0.38
1190,form,1,0.2
1190,analytical-synthet,1,0.57
1190,process,1,0.18
1190,basic,1,0.22
1190,principl,1,0.26
1190,retriev,1,0.16
1190,way,1,0.21
1190,mechan,1,0.27
1190,automat,1,0.24
1190,describ,1,0.16
1190,resourc,1,0.27
1190,copi,1,0.36
1190,reproduct,1,0.49
1191,dinosauru,1,0.53
1191,evalu,1,0.16
1191,nation,3,0.54
1191,lend,2,0.66
1191,librari,6,0.56
1191,scienc,2,0.26
1191,technolog,2,0.38
1191,establish,1,0.2
1191,nll,1,0.43
1191,ha,2,0.22
1191,one,1,0.12
1191,signific,1,0.2
1191,event,1,0.35
1191,british,3,0.86
1191,librarianship,2,0.5
1191,twentieth,1,0.43
1191,centuri,1,0.29
1191,thi,1,0.07
1191,book,2,0.26
1191,attempt,1,0.18
1191,trace,1,0.34
1191,develop,2,0.23
1191,merger,1,0.53
1191,impend,1,0.53
1191,describ,1,0.13
1191,philosophi,1,0.3
1191,shape,1,0.36
1191,polici,1,0.25
1191,servic,1,0.14
1191,hope,1,0.24
1191,valu,1,0.21
1191,oversea,1,0.43
1191,librarian,1,0.17
1191,case,1,0.21
1191,studi,1,0.12
1191,also,1,0.15
1191,student,1,0.22
1191,inform,1,0.08
1191,work,1,0.14
1191,may,1,0.16
1191,help,1,0.22
1191,appreci,1,0.36
1191,context,1,0.25
1191,evolv,1,0.31
1191,oper,1,0.16
1192,overview,1,0.48
1192,oper,2,0.47
1192,ballot,2,1.58
1192,bibliograph,1,0.26
1192,autom,1,0.36
1192,larg,1,0.24
1192,librari,4,0.56
1192,use,3,0.38
1192,time-shar,1,0.6
1192,system,3,0.44
1192,on-lin,2,0.7
1192,assist,1,0.42
1192,book,1,0.19
1192,process,1,0.22
1192,acquisit,1,0.39
1192,catalog,1,0.29
1192,depart,1,0.37
1192,stanford,1,0.67
1192,univers,1,0.24
1192,staff,1,0.37
1192,video,1,0.62
1192,cathod,1,0.67
1192,ray,1,0.67
1192,tube,1,0.67
1192,crt,1,0.72
1192,termin,1,0.45
1192,perform,1,0.27
1192,varieti,1,0.36
1192,function,1,0.29
1192,involv,1,0.32
1192,sever,1,0.3
1192,computer,1,0.38
1192,file,2,0.59
1192,result,1,0.19
1192,thi,1,0.11
1192,activ,1,0.28
1192,updat,1,0.48
1192,data,1,0.19
1192,print,1,0.35
1192,output,1,0.37
1192,overnight,1,0.72
1193,compact,2,0.89
1193,name,5,1.47
1193,x-gram,5,3.16
1193,thi,1,0.09
1193,paper,1,0.16
1193,present,2,0.3
1193,method,2,0.32
1193,proper,1,0.39
1193,given,2,0.41
1193,comput,2,0.36
1193,storag,1,0.25
1193,use,3,0.3
1193,combin,1,0.29
1193,one,2,0.3
1193,eight,1,0.39
1193,letter,3,1.23
1193,rather,1,0.26
1193,spell,2,1.08
1193,algorithm,1,0.34
1193,implement,1,0.31
1193,program,1,0.19
1193,obtain,2,0.49
1193,set,1,0.23
1193,two,1,0.18
1193,larg,1,0.19
1193,42,1,0.54
1193,165,1,0.63
1193,43,1,0.63
1193,875,1,0.63
1193,sampl,3,0.86
1193,wa,1,0.15
1193,possibl,1,0.19
1193,repres,1,0.24
1193,1.78,1,0.63
1193,bit,2,0.85
1193,per,2,0.62
1193,origin,2,0.51
1193,charact,2,0.68
1193,2.1,1,0.63
1193,second,1,0.28
1194,compar,1,0.28
1194,effect,1,0.24
1194,titl,3,0.82
1194,abstract,3,0.85
1194,full,4,1.66
1194,text,4,1.26
1194,relev,3,0.84
1194,judgement,3,1.49
1194,twenty-two,1,0.67
1194,user,3,0.65
1194,submit,1,0.46
1194,99,1,0.67
1194,question,1,0.28
1194,experiment,1,0.33
1194,ir,2,1.11
1194,system,2,0.29
1194,receiv,2,0.74
1194,1086,2,1.58
1194,document,1,0.21
1194,answer,3,1.13
1194,first,1,0.24
1194,final,1,0.35
1194,abil,1,0.46
1194,recogn,1,0.43
1194,shorter,2,1.43
1194,format,3,1.1
1194,comparison,1,0.35
1194,wa,1,0.18
1194,observ,1,0.38
1194,evalu,1,0.24
1194,843,1,0.79
1194,78%,1,0.79
1194,three,1,0.29
1194,207,1,0.72
1194,judg,2,0.86
1194,131,1,0.79
1194,160,1,0.79
1194,parallel,1,0.5
1194,perform,1,0.27
1194,drawn,1,0.44
1195,retriev,1,0.16
1195,bibliograph,2,0.41
1195,entri,3,0.87
1195,name-titl,2,1.27
1195,catalog,1,0.23
1195,use,2,0.2
1195,truncat,2,0.96
1195,search,2,0.36
1195,key,5,1.64
1195,experi,1,0.21
1195,produc,1,0.25
1195,inform,1,0.1
1195,util,1,0.26
1195,co-ordin,1,0.43
1195,deriv,2,0.55
1195,enquiri,1,0.49
1195,term,1,0.19
1195,on-lin,1,0.28
1195,system,1,0.12
1195,wa,2,0.29
1195,perform,1,0.21
1195,file,1,0.24
1195,132,1,0.63
1195,808,1,0.63
1195,statist,1,0.24
1195,number,1,0.18
1195,associ,1,0.24
1195,vari,1,0.34
1195,four,1,0.29
1195,eight,1,0.39
1195,charact,3,1.03
1195,length,1,0.38
1195,obtain,1,0.24
1195,assum,1,0.31
1195,keyboard,1,0.51
1195,cathod,1,0.54
1195,ray,1,0.54
1195,tube,1,0.54
1195,termin,1,0.36
1195,capabl,1,0.31
1195,display,1,0.37
1195,least,2,0.62
1195,ten,1,0.37
1195,line,1,0.29
1195,text,1,0.25
1195,take,1,0.28
1195,spell,1,0.54
1195,error,1,0.41
1195,probabl,1,0.3
1195,account,1,0.27
1195,consist,1,0.28
1195,first,2,0.39
1195,three,2,0.46
1195,author,1,0.2
1195,name,1,0.29
1195,concaten,1,0.51
1195,titl,1,0.22
1195,determin,1,0.22
1195,effect,1,0.19
1195,four-fifth,1,0.54
1195,academ,1,0.25
1195,librari,1,0.11
1196,retriev,3,0.39
1196,singl,2,0.48
1196,entri,4,0.97
1196,computer,2,0.51
1196,librari,4,0.37
1196,catalog,2,0.39
1196,file,6,1.18
1196,major,1,0.17
1196,intellectu,1,0.29
1196,challeng,1,0.33
1196,confront,1,0.37
1196,architect,1,0.45
1196,total,1,0.22
1196,system,1,0.1
1196,organ,3,0.49
1196,effici,1,0.21
1196,million,1,0.32
1196,bibliograph,2,0.35
1196,refer,1,0.17
1196,swiftli,1,0.48
1196,uniqu,1,0.3
1196,research,1,0.12
1196,ha,1,0.11
1196,concentr,1,0.31
1196,multipl,1,0.33
1196,posse,1,0.32
1196,equal,1,0.28
1196,similar,1,0.23
1196,characterist,1,0.2
1196,howev,1,0.19
1196,basic,1,0.18
1196,yield,1,0.3
1196,record,1,0.2
1196,unequ,1,0.43
1196,dissimilar,1,0.45
1196,analog,1,0.35
1196,familiar,1,0.33
1196,main,1,0.24
1196,everi,1,0.25
1196,maintain,1,0.31
1196,would,1,0.19
1196,associ,1,0.2
1196,supplementari,1,0.4
1196,index,1,0.14
1196,subject,1,0.14
1196,titl,1,0.18
1196,call,1,0.23
1196,number,1,0.15
1196,perhap,1,0.28
1196,attribut,1,0.36
1197,proceed,1,0.43
1197,confer,1,0.34
1197,interlibrari,1,0.43
1197,commun,1,0.19
1197,inform,3,0.3
1197,network,5,1.38
1197,librarian,1,0.2
1197,scientist,1,0.22
1197,vital,1,0.44
1197,concern,1,0.2
1197,develop,1,0.14
1197,number,1,0.18
1197,import,1,0.21
1197,reason,1,0.27
1197,first,1,0.2
1197,concept,1,0.2
1197,impli,3,1.18
1197,remov,1,0.45
1197,geograph,1,0.46
1197,barrier,1,0.44
1197,knowledg,2,0.48
1197,thi,2,0.17
1197,made,1,0.18
1197,possibl,1,0.19
1197,advanc,1,0.27
1197,telecommun,1,0.49
1197,technolog,1,0.23
1197,second,1,0.28
1197,equal,1,0.33
1197,access,1,0.26
1197,ani,2,0.44
1197,individu,1,0.25
1197,purpos,1,0.21
1197,sum,1,0.41
1197,total,1,0.27
1197,nation,1,0.22
1197,resourc,1,0.27
1197,ha,1,0.13
1197,long-stand,1,0.57
1197,educ,1,0.25
1197,goal,2,0.63
1197,third,1,0.33
1197,posit,1,0.3
1197,redirect,1,0.63
1197,basic,1,0.22
1197,profession,1,0.26
1197,object,1,0.24
1197,librarianship,1,0.3
1197,scienc,1,0.16
1198,method,2,0.41
1198,construct,2,0.69
1198,minimum-redund,2,1.58
1198,code,4,1.43
1198,optimum,1,0.53
1198,ensembl,1,0.79
1198,messag,2,1.04
1198,consist,1,0.34
1198,finit,1,0.57
1198,number,2,0.45
1198,member,1,0.37
1198,develop,1,0.17
1198,one,1,0.19
1198,way,1,0.27
1198,averag,1,0.4
1198,digit,1,0.54
1198,per,1,0.39
1198,minim,1,0.43
1199,statist,1,0.4
1199,individu,1,0.41
1199,variat,2,1.29
1199,product,3,1.18
1199,research,2,0.47
1199,laboratori,1,0.6
1199,follow,1,0.4
1199,page,1,0.61
1199,co-winn,1,1.05
1199,1956,1,0.77
1199,nobel,1,0.82
1199,prize,1,0.9
1199,physic,1,0.44
1199,present,2,0.5
1199,novel,1,0.71
1199,studi,1,0.23
1199,one,1,0.25
1199,today,1,0.55
1199,preciou,1,1.05
1199,commod,1,0.77
1199,scientif,2,0.59
1199,author,1,0.34
1199,onli,1,0.3
1199,measur,1,0.34
1199,exist,1,0.4
1199,differ,2,0.62
1199,worker,1,0.62
1199,also,1,0.3
1199,explain,1,0.54
1199,draw,1,0.6
1199,specif,1,0.38
1199,conclus,1,0.49
1199,relationship,1,0.42
1199,salari,1,0.8
1199,proceed,1,0.71
1199,reader,1,0.41
1199,find,1,0.38
1199,thi,1,0.15
1199,especi,1,0.55
1199,time,1,0.3
1199,ad,1,0.56
1199,signific,1,0.4
1199,discus,1,0.27
1199,particularli,1,0.51
1199,view,1,0.43
1199,widespread,1,0.7
1199,concern,1,0.34
1199,manpow,1,0.68
1199,shortag,1,0.82
1199,proper,1,0.65
1199,util,1,0.43
1199,personnel,1,0.6
1200,commun,2,0.19
1200,epidem,6,1.48
1200,process,10,0.9
1200,point,1,0.11
1200,repres,2,0.24
1200,consequ,1,0.16
1200,theori,1,0.11
1200,appli,2,0.24
1200,studi,1,0.07
1200,ani,1,0.11
1200,inform,2,0.1
1200,transmit,1,0.21
1200,within,1,0.12
1200,popul,2,0.37
1200,member,1,0.15
1200,need,1,0.08
1200,human,1,0.14
1200,could,1,0.12
1200,micro-organ,1,0.32
1200,even,1,0.12
1200,machin,1,0.13
1200,fundament,1,0.15
1200,notion,1,0.17
1200,stabil,5,1.34
1200,introduc,1,0.16
1200,theorem,1,0.23
1200,deriv,1,0.14
1200,mechan,2,0.27
1200,call,1,0.14
1200,retriev,1,0.08
1200,instig,1,0.29
1200,defin,1,0.12
1200,certain,1,0.13
1200,gener,1,0.07
1200,properti,1,0.16
1200,establish,1,0.12
1200,mean,1,0.11
1200,control,2,0.25
1200,discus,1,0.08
1200,pontryagin,1,0.32
1200,maximum,1,0.21
1200,principl,1,0.13
1200,problem,1,0.08
1200,achiev,1,0.15
1200,optim,1,0.17
1200,shown,1,0.14
1200,equival,1,0.18
1200,sen,1,0.16
1200,lyapunov,1,0.32
1200,thi,1,0.04
1200,result,1,0.08
1200,make,1,0.1
1200,possibl,1,0.1
1200,determin,1,0.11
1200,condit,1,0.16
1200,without,1,0.14
1200,knowledg,1,0.12
1200,solut,1,0.14
1200,differenti,1,0.2
1200,equat,1,0.21
1201,pattern,3,0.94
1201,classif,3,0.88
1201,scene,2,1.16
1201,analysi,3,0.66
1201,purpos,1,0.27
1201,write,1,0.41
1201,thi,4,0.44
1201,book,3,0.58
1201,ha,4,0.66
1201,give,1,0.34
1201,systemat,2,0.78
1201,account,1,0.34
1201,major,1,0.26
1201,topic,2,0.78
1201,recognit,2,0.84
1201,field,1,0.23
1201,concern,1,0.25
1201,machin,1,0.33
1201,meaning,1,0.48
1201,regular,1,0.44
1201,noisi,1,0.79
1201,complex,1,0.36
1201,environ,1,0.39
1201,promin,1,0.6
1201,domain-independ,2,1.58
1201,theori,3,0.8
1201,subject,1,0.22
1201,part,2,0.56
1201,base,1,0.21
1201,statist,1,0.3
1201,decis,1,0.35
1201,provid,1,0.21
1201,formal,1,0.36
1201,mathemat,1,0.34
1201,procedur,3,0.88
1201,classifi,1,0.4
1201,onc,1,0.46
1201,repres,1,0.3
1201,abstractli,1,0.72
1201,vector,2,1.43
1201,attempt,1,0.28
1201,find,1,0.29
1201,construct,1,0.34
1201,represent,1,0.44
1201,yield,1,0.45
1201,gener,1,0.19
1201,use,1,0.13
1201,result,1,0.19
1201,instead,1,0.49
1201,everi,1,0.38
1201,problem,1,0.19
1201,area,3,0.82
1201,acquir,1,0.45
1201,collect,1,0.24
1201,suit,1,0.53
1201,special,1,0.27
1201,characterist,1,0.3
1201,mani,1,0.23
1201,interest,1,0.27
1201,pictori,1,0.72
1201,domain,1,0.58
1201,receiv,1,0.37
1201,far,1,0.37
1201,attent,1,0.34
1201,furthermor,1,0.55
1201,work,1,0.21
1201,progress,1,0.34
1201,pictur,2,0.98
1201,descript,1,0.3
1201,ii,1,0.38
1201,devot,1,0.41
1201,present,1,0.19
1201,visual,1,0.6
1202,pattern,1,0.31
1202,use,2,0.25
1202,book,1,0.19
1202,larg,2,0.48
1202,research,3,0.53
1202,librari,4,0.56
1202,accumul,1,0.51
1202,growth,1,0.34
1202,without,1,0.34
1202,limit,2,0.65
1202,ultim,1,0.51
1202,size,1,0.38
1202,gener,1,0.19
1202,must,1,0.31
1202,produc,1,0.31
1202,stress,2,0.95
1202,strain,2,1.19
1202,mani,1,0.23
1202,institut,1,0.29
1202,find,1,0.29
1202,difficult,1,0.42
1202,resolv,1,0.57
1202,rise,1,0.47
1202,cost,1,0.27
1202,space,1,0.43
1202,build,2,0.8
1202,bookstack,1,0.67
1202,scarciti,1,0.67
1202,central,1,0.38
